N. do Processo,Assunto,Classe,Comarca,Promotoria de Justiça,Homologado pelo CSMP,Data,PDF,Movimentação
06.2016.00008729-4,Produto Impróprio,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,Sim,15/6/2020,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2016.00008729-4
06.2016.00008730-6,Produto Impróprio,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,Sim,29/5/2020,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2016.00008730-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2016.00008730-6
06.2017.00004068-0,-,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,Sim,20/8/2020,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00004068-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00004068-0
06.2017.00004904-9,Agrotóxicos,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,Sim,15/6/2020,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00004904-9.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00004904-9
06.2017.00005264-3,-,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,-,21/10/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00005264-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00005264-3
06.2017.00006195-3,-,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,Sim,26/6/2020,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00006195-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00006195-3
06.2018.00004020-7,-,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,-,27/8/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004020-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004020-7
06.2018.00004022-9,Vigilância Sanitária e Epidemológica,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,Sim,08/2/2023,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004022-9
06.2018.00004023-0,-,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,-,31/1/2023,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004023-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004023-0
06.2018.00004297-1,Irregularidade no atendimento,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,-,15/3/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004297-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004297-1
06.2018.00005531-1,Produto Impróprio,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,Sim,10/6/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00005531-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00005531-1
06.2019.00005717-9,Agrotóxicos,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,-,12/2/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00005717-9
06.2019.00005815-6,Agrotóxicos,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,-,12/2/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00005815-6
06.2019.00005819-0,Agrotóxicos,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,Sim,10/3/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00005819-0
06.2020.00001339-1,-,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,-,23/3/2023,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00001339-1
06.2020.00001625-5,Irregularidade no atendimento,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,Sim,22/4/2020,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2020.00001625-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00001625-5
06.2020.00003006-8,Produto Impróprio,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,Sim,18/7/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00003006-8
06.2020.00003212-2,Irregularidade no atendimento,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,Sim,11/5/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00003212-2
06.2021.00000444-1,-,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,-,25/4/2023,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00000444-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00000444-1
06.2021.00000580-7,-,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,-,22/4/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00000580-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00000580-7
06.2021.00001005-4,Irregularidade no atendimento,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,Sim,10/3/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00001005-4
06.2022.00002313-1,Produto Impróprio,Inquérito Civil,Braço do Norte,3ª Promotoria de Justiça da Comarca de Braço do Norte,Sim,31/1/2023,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00002313-1
06.2020.00000396-0,-,Inquérito Civil,Brusque,1ª Promotoria de Justiça da Comarca de Brusque,Sim,09/10/2020,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00000396-0
06.2019.00002248-0,Improbidade Administrativa - Violação aos Princípios Administrativos,Inquérito Civil,Brusque,3ª Promotoria de Justiça da Comarca de Brusque,Sim,16/4/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00002248-0
06.2020.00004521-7,Dano ao Erário,Inquérito Civil,Brusque,3ª Promotoria de Justiça da Comarca de Brusque,-,27/10/2020,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00004521-7
06.2018.00000380-1,-,Inquérito Civil,Brusque,4ª Promotoria de Justiça da Comarca de Brusque,Sim,18/9/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00000380-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00000380-1
06.2021.00003474-6,"Exercício Ilegal da Medicina, Arte Dentária ou Farmacêutica",Inquérito Civil,Brusque,4ª Promotoria de Justiça da Comarca de Brusque,-,11/5/2023,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00003474-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00003474-6
06.2023.00001155-0,Práticas Abusivas,Inquérito Civil,Brusque,4ª Promotoria de Justiça da Comarca de Brusque,-,19/5/2023,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2023.00001155-0
06.2015.00002263-0,Gestão Ambiental,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,Sim,04/7/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2015.00002263-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2015.00002263-0
06.2016.00000892-1,-,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,Sim,05/4/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2016.00000892-1
06.2016.00001372-4,Competência do Órgão Fiscalizador,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,-,07/8/2020,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2016.00001372-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2016.00001372-4
06.2016.00005403-7,Competência do Órgão Fiscalizador,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,Sim,14/3/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2016.00005403-7
06.2016.00005518-0,Dano Ambiental,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,-,18/3/2019,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2016.00005518-0
06.2017.00001774-6,-,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,Sim,27/2/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00001774-6
06.2017.00002515-7,Competência do Órgão Fiscalizador,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,Sim,20/3/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00002515-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00002515-7
06.2017.00002943-1,-,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,Sim,21/8/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00002943-1
06.2017.00004252-3,Competência do Órgão Fiscalizador,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,Sim,30/10/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00004252-3
06.2018.00002110-0,-,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,-,05/4/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00002110-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00002110-0
06.2018.00003064-2,Da Poluição,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,-,20/3/2019,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00003064-2
06.2018.00003507-0,-,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,Sim,24/5/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00003507-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00003507-0
06.2018.00004662-3,Dano Ambiental,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,Sim,28/8/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004662-3
06.2018.00004673-4,Competência do Órgão Fiscalizador,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,Sim,22/10/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004673-4
06.2018.00004674-5,Contravenções Penais,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,Sim,25/9/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004674-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004674-5
06.2018.00004802-1,-,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,Sim,20/9/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004802-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004802-1
06.2018.00004803-2,Dano Ambiental,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,-,13/4/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004803-2.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004803-2
06.2018.00004825-4,Dano Ambiental,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,Sim,17/8/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004825-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004825-4
06.2018.00004867-6,Competência do Órgão Fiscalizador,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,Sim,23/10/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004867-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004867-6
06.2018.00005606-5,-,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,-,02/10/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00005606-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00005606-5
06.2018.00006386-6,Da Poluição,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,Sim,20/11/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00006386-6
06.2019.00000166-2,-,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,Sim,12/2/2019,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00000166-2
06.2020.00001296-0,-,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,Sim,17/8/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00001296-0
06.2021.00003326-9,-,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,-,22/3/2023,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00003326-9.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00003326-9
06.2021.00003334-7,-,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,-,25/3/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00003334-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00003334-7
06.2021.00004213-5,Revogação/Concessão de Licença Ambiental,Inquérito Civil,Brusque,6ª Promotoria de Justiça da Comarca de Brusque,Sim,29/3/2023,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00004213-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00004213-5
06.2011.00008605-9,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Inquérito Civil,Caçador,1ª Promotoria de Justiça da Comarca de Caçador,Sim,06/8/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2011.00008605-9.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2011.00008605-9
06.2012.00000176-7,-,Inquérito Civil,Caçador,1ª Promotoria de Justiça da Comarca de Caçador,Sim,18/5/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00000176-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00000176-7
06.2012.00000178-9,-,Inquérito Civil,Caçador,1ª Promotoria de Justiça da Comarca de Caçador,-,13/8/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00000178-9.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00000178-9
06.2012.00006084-5,Ensino Fundamental e Médio,Inquérito Civil,Caçador,1ª Promotoria de Justiça da Comarca de Caçador,Sim,30/8/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2012.00006084-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00006084-5
06.2013.00014399-1,-,Inquérito Civil,Caçador,1ª Promotoria de Justiça da Comarca de Caçador,Sim,09/9/2019,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2013.00014399-1
06.2013.00014483-5,Fiscalização,Inquérito Civil,Caçador,1ª Promotoria de Justiça da Comarca de Caçador,-,10/9/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2013.00014483-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2013.00014483-5
06.2014.00002296-0,Educação Pré-escolar,Inquérito Civil,Caçador,1ª Promotoria de Justiça da Comarca de Caçador,-,21/11/2020,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2014.00002296-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2014.00002296-0
06.2014.00008559-9,Educação Pré-escolar,Inquérito Civil,Caçador,1ª Promotoria de Justiça da Comarca de Caçador,Sim,30/8/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2014.00008559-9.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2014.00008559-9
06.2017.00001904-4,DIREITO DA CRIANÇA E DO ADOLESCENTE,Inquérito Civil,Caçador,1ª Promotoria de Justiça da Comarca de Caçador,Sim,05/9/2019,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00001904-4
06.2019.00001943-0,Infração Administrativa,Inquérito Civil,Caçador,1ª Promotoria de Justiça da Comarca de Caçador,Sim,12/7/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00001943-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00001943-0
06.2019.00002690-9,Ensino Fundamental e Médio,Inquérito Civil,Caçador,1ª Promotoria de Justiça da Comarca de Caçador,-,10/9/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00002690-9.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00002690-9
06.2013.00011030-1,Improbidade Administrativa - Violação aos Princípios Administrativos,Inquérito Civil,Caçador,2ª Promotoria de Justiça da Comarca de Caçador,Sim,03/3/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2013.00011030-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2013.00011030-1
06.2018.00000183-6,Improbidade Administrativa,Inquérito Civil,Caçador,2ª Promotoria de Justiça da Comarca de Caçador,-,19/1/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00000183-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00000183-6
06.2018.00004648-9,Improbidade Administrativa - Violação aos Princípios Administrativos,Inquérito Civil,Caçador,2ª Promotoria de Justiça da Comarca de Caçador,Sim,30/4/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004648-9.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004648-9
06.2019.00002570-0,Improbidade Administrativa,Inquérito Civil,Caçador,2ª Promotoria de Justiça da Comarca de Caçador,Sim,12/6/2019,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00002570-0
06.2019.00004240-9,Improbidade Administrativa,Inquérito Civil,Caçador,2ª Promotoria de Justiça da Comarca de Caçador,Sim,09/3/2020,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00004240-9
06.2020.00003576-3,Improbidade Administrativa - Violação aos Princípios Administrativos,Inquérito Civil,Caçador,2ª Promotoria de Justiça da Comarca de Caçador,Sim,05/10/2020,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00003576-3
06.2012.00005981-6,-,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,23/7/2019,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2012.00005981-6
06.2013.00001507-6,-,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,20/7/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2013.00001507-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2013.00001507-6
06.2013.00009426-1,Crimes contra a Flora,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,04/2/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2013.00009426-1
06.2017.00000087-7,Produto Impróprio,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,04/10/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00000087-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00000087-7
06.2017.00000330-8,Produto Impróprio,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,-,17/12/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00000330-8.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00000330-8
06.2017.00000372-0,-,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,19/10/2020,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00000372-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00000372-0
06.2017.00003477-8,Produto Impróprio,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,-,27/6/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00003477-8.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00003477-8
06.2017.00007704-5,Produto Impróprio,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,30/1/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00007704-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00007704-5
06.2018.00000091-5,Agrotóxicos,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,09/3/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00000091-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00000091-5
06.2018.00000111-4,Agrotóxicos,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,31/1/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00000111-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00000111-4
06.2018.00001012-4,-,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,-,23/9/2020,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00001012-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00001012-4
06.2018.00002406-2,-,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,18/5/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00002406-2
06.2018.00002407-3,-,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,15/6/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00002407-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00002407-3
06.2018.00004311-5,-,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,01/8/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004311-5
06.2018.00004314-8,-,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,15/8/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004314-8.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004314-8
06.2018.00004622-3,Produto Impróprio,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,27/8/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004622-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004622-3
06.2018.00004671-2,Produto Impróprio,Inquérito Civil,Caçador,3ª Promotoria de Justiça da Comarca de Caçador,Sim,27/8/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004671-2.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004671-2
