N. do Processo,Assunto,Classe,Comarca,Promotoria de Justiça,Homologado pelo CSMP,Data,PDF,Movimentação
06.2017.00007118-4,Inspeção Sanitária de Origem Animal,Inquérito Civil,Abelardo Luz,Promotoria de Justiça da Comarca de Abelardo Luz,-,20/2/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00007118-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00007118-4
06.2017.00007119-5,Inspeção Sanitária de Origem Animal,Inquérito Civil,Abelardo Luz,Promotoria de Justiça da Comarca de Abelardo Luz,Sim,13/3/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00007119-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00007119-5
06.2017.00007126-2,Inspeção Sanitária de Origem Animal,Inquérito Civil,Abelardo Luz,Promotoria de Justiça da Comarca de Abelardo Luz,Sim,13/3/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00007126-2.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00007126-2
06.2018.00001950-4,Habilitação / Registro Cadastral / Julgamento / Homologação,Inquérito Civil,Abelardo Luz,Promotoria de Justiça da Comarca de Abelardo Luz,Sim,06/4/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00001950-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00001950-4
06.2018.00002712-6,-,Inquérito Civil,Abelardo Luz,Promotoria de Justiça da Comarca de Abelardo Luz,-,11/5/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00002712-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00002712-6
06.2018.00004190-6,Flora,Inquérito Civil,Abelardo Luz,Promotoria de Justiça da Comarca de Abelardo Luz,Sim,09/3/2020,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004190-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004190-6
06.2018.00005340-2,Flora,Inquérito Civil,Abelardo Luz,Promotoria de Justiça da Comarca de Abelardo Luz,Sim,11/2/2020,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00005340-2
06.2018.00005527-7,-,Inquérito Civil,Abelardo Luz,Promotoria de Justiça da Comarca de Abelardo Luz,Sim,23/10/2019,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00005527-7
06.2018.00005656-5,-,Inquérito Civil,Abelardo Luz,Promotoria de Justiça da Comarca de Abelardo Luz,-,19/2/2020,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00005656-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00005656-5
06.2019.00005054-2,Flora,Inquérito Civil,Abelardo Luz,Promotoria de Justiça da Comarca de Abelardo Luz,-,15/7/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00005054-2.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00005054-2
06.2019.00005922-2,Improbidade Administrativa - Violação aos Princípios Administrativos,Inquérito Civil,Abelardo Luz,Promotoria de Justiça da Comarca de Abelardo Luz,-,13/5/2020,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00005922-2
06.2020.00000337-1,Improbidade Administrativa - Violação aos Princípios Administrativos,Inquérito Civil,Abelardo Luz,Promotoria de Justiça da Comarca de Abelardo Luz,Sim,23/8/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00000337-1
06.2020.00000529-1,Serviço Postal,Inquérito Civil,Abelardo Luz,Promotoria de Justiça da Comarca de Abelardo Luz,Sim,09/3/2020,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2020.00000529-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00000529-1
06.2020.00001221-5,Flora,Inquérito Civil,Abelardo Luz,Promotoria de Justiça da Comarca de Abelardo Luz,-,29/8/2020,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2020.00001221-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00001221-5
06.2020.00002389-0,Flora,Inquérito Civil,Abelardo Luz,Promotoria de Justiça da Comarca de Abelardo Luz,Sim,11/8/2020,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00002389-0
06.2020.00005205-1,Crimes contra a Flora,Inquérito Civil,Abelardo Luz,Promotoria de Justiça da Comarca de Abelardo Luz,Sim,15/7/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2020.00005205-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00005205-1
06.2022.00003673-7,-,Inquérito Civil,Abelardo Luz,Promotoria de Justiça da Comarca de Abelardo Luz,Sim,28/11/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00003673-7
06.2016.00004557-1,Obrigação de Fazer / Não Fazer,Inquérito Civil,Anchieta,Promotoria de Justiça da Comarca de Anchieta,Sim,04/7/2019,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2016.00004557-1
06.2017.00001479-3,Improbidade Administrativa - Violação aos Princípios Administrativos,Inquérito Civil,Anchieta,Promotoria de Justiça da Comarca de Anchieta,Sim,11/4/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00001479-3
06.2017.00006508-2,DIREITO DA CRIANÇA E DO ADOLESCENTE,Inquérito Civil,Anchieta,Promotoria de Justiça da Comarca de Anchieta,-,17/1/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00006508-2
06.2017.00006509-3,Improbidade Administrativa - Violação aos Princípios Administrativos,Inquérito Civil,Anchieta,Promotoria de Justiça da Comarca de Anchieta,Sim,22/4/2019,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00006509-3
06.2018.00000237-9,Improbidade Administrativa - Violação aos Princípios Administrativos,Inquérito Civil,Anchieta,Promotoria de Justiça da Comarca de Anchieta,-,22/4/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00000237-9.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00000237-9
06.2018.00000606-4,-,Inquérito Civil,Anchieta,Promotoria de Justiça da Comarca de Anchieta,Sim,14/3/2018,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00000606-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00000606-4
06.2018.00001863-8,DIREITO DA CRIANÇA E DO ADOLESCENTE,Inquérito Civil,Anchieta,Promotoria de Justiça da Comarca de Anchieta,Sim,03/4/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00001863-8
06.2018.00002177-6,-,Inquérito Civil,Anchieta,Promotoria de Justiça da Comarca de Anchieta,Sim,14/12/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00002177-6
06.2018.00004976-4,-,Inquérito Civil,Anchieta,Promotoria de Justiça da Comarca de Anchieta,Sim,26/8/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004976-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004976-4
06.2018.00004985-3,-,Inquérito Civil,Anchieta,Promotoria de Justiça da Comarca de Anchieta,Sim,30/9/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004985-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004985-3
06.2018.00004986-4,-,Inquérito Civil,Anchieta,Promotoria de Justiça da Comarca de Anchieta,Sim,30/9/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004986-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004986-4
06.2018.00006138-0,Classificação e/ou Preterição,Inquérito Civil,Anchieta,Promotoria de Justiça da Comarca de Anchieta,Sim,19/8/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00006138-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00006138-0
06.2019.00000682-4,Classificação e/ou Preterição,Inquérito Civil,Anchieta,Promotoria de Justiça da Comarca de Anchieta,Sim,30/9/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00000682-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00000682-4
06.2019.00001224-8,-,Inquérito Civil,Anchieta,Promotoria de Justiça da Comarca de Anchieta,Sim,21/5/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00001224-8.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00001224-8
06.2019.00001241-5,Modalidade / Limite / Dispensa / Inexigibilidade,Inquérito Civil,Anchieta,Promotoria de Justiça da Comarca de Anchieta,-,05/3/2020,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00001241-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00001241-5
06.2019.00003320-0,Classificação e/ou Preterição,Inquérito Civil,Anchieta,Promotoria de Justiça da Comarca de Anchieta,Sim,05/8/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00003320-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00003320-0
06.2019.00003839-3,Improbidade Administrativa,Inquérito Civil,Anchieta,Promotoria de Justiça da Comarca de Anchieta,Sim,19/2/2020,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00003839-3
06.2019.00004105-4,Dano Ambiental,Inquérito Civil,Anchieta,Promotoria de Justiça da Comarca de Anchieta,Sim,19/4/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00004105-4.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00004105-4
06.2019.00004194-3,-,Inquérito Civil,Anchieta,Promotoria de Justiça da Comarca de Anchieta,Sim,20/9/2019,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00004194-3
06.2018.00003286-2,-,Inquérito Civil,Anita Garibaldi,Promotoria de Justiça da Comarca de Anita Garibaldi,Sim,05/6/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00003286-2
06.2019.00002647-5,Produto Impróprio,Inquérito Civil,Araquari,2ª Promotoria de Justiça da Comarca de Araquari,Sim,23/9/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00002647-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00002647-5
06.2019.00005004-2,-,Inquérito Civil,Araquari,2ª Promotoria de Justiça da Comarca de Araquari,Sim,21/1/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00005004-2.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00005004-2
06.2017.00001020-9,-,Inquérito Civil,Araranguá,1ª Promotoria de Justiça da Comarca de Araranguá,-,24/8/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2017.00001020-9.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2017.00001020-9
06.2019.00002305-6,-,Inquérito Civil,Araranguá,1ª Promotoria de Justiça da Comarca de Araranguá,-,16/12/2019,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00002305-6
06.2019.00002679-7,-,Inquérito Civil,Araranguá,1ª Promotoria de Justiça da Comarca de Araranguá,Sim,16/12/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00002679-7.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00002679-7
06.2020.00003756-1,Maus Tratos,Inquérito Civil,Araranguá,1ª Promotoria de Justiça da Comarca de Araranguá,Sim,24/5/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00003756-1
06.2022.00001543-1,Ausência em atos judiciais,Inquérito Civil,Araranguá,1ª Promotoria de Justiça da Comarca de Araranguá,Sim,10/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2022.00001543-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2022.00001543-1
06.2013.00005014-0,-,Inquérito Civil,Araranguá,2ª Promotoria de Justiça da Comarca de Araranguá,Sim,06/6/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2013.00005014-0
06.2015.00005719-6,Improbidade Administrativa,Inquérito Civil,Araranguá,2ª Promotoria de Justiça da Comarca de Araranguá,-,11/5/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2015.00005719-6
06.2018.00003194-1,Vigilância Sanitária e Epidemológica,Inquérito Civil,Araranguá,2ª Promotoria de Justiça da Comarca de Araranguá,-,30/3/2023,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00003194-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00003194-1
06.2018.00004961-0,Crimes contra as Relações de Consumo,Inquérito Civil,Araranguá,2ª Promotoria de Justiça da Comarca de Araranguá,Sim,18/3/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2018.00004961-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2018.00004961-0
06.2019.00000193-0,Produto Impróprio,Inquérito Civil,Araranguá,2ª Promotoria de Justiça da Comarca de Araranguá,Sim,25/3/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00000193-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00000193-0
06.2019.00000205-0,Produto Impróprio,Inquérito Civil,Araranguá,2ª Promotoria de Justiça da Comarca de Araranguá,Sim,25/3/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00000205-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00000205-0
06.2019.00000213-9,Produto Impróprio,Inquérito Civil,Araranguá,2ª Promotoria de Justiça da Comarca de Araranguá,Sim,25/3/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00000213-9.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00000213-9
06.2019.00000235-0,Produto Impróprio,Inquérito Civil,Araranguá,2ª Promotoria de Justiça da Comarca de Araranguá,Sim,26/3/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00000235-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00000235-0
06.2019.00000244-0,Produto Impróprio,Inquérito Civil,Araranguá,2ª Promotoria de Justiça da Comarca de Araranguá,Sim,24/4/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00000244-0.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00000244-0
06.2019.00000927-6,-,Inquérito Civil,Araranguá,2ª Promotoria de Justiça da Comarca de Araranguá,Sim,08/4/2019,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00000927-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00000927-6
06.2019.00001050-6,Produto Impróprio,Inquérito Civil,Araranguá,2ª Promotoria de Justiça da Comarca de Araranguá,-,16/4/2019,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00001050-6
06.2019.00001292-6,Produto Impróprio,Inquérito Civil,Araranguá,2ª Promotoria de Justiça da Comarca de Araranguá,-,05/3/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00001292-6.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00001292-6
06.2019.00001844-2,-,Inquérito Civil,Araranguá,2ª Promotoria de Justiça da Comarca de Araranguá,Sim,15/6/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00001844-2
06.2019.00002512-1,Produto Impróprio,Inquérito Civil,Araranguá,2ª Promotoria de Justiça da Comarca de Araranguá,-,25/2/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2019.00002512-1.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2019.00002512-1
06.2020.00002994-0,-,Inquérito Civil,Araranguá,2ª Promotoria de Justiça da Comarca de Araranguá,Sim,15/3/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00002994-0
06.2020.00003744-0,Produto Impróprio,Inquérito Civil,Araranguá,2ª Promotoria de Justiça da Comarca de Araranguá,Sim,15/3/2021,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00003744-0
06.2020.00003758-3,Produto Impróprio,Inquérito Civil,Araranguá,2ª Promotoria de Justiça da Comarca de Araranguá,Sim,03/5/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2020.00003758-3.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2020.00003758-3
06.2021.00001503-8,Irregularidade no atendimento,Inquérito Civil,Araranguá,2ª Promotoria de Justiça da Comarca de Araranguá,-,11/2/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00001503-8
06.2021.00004485-5,-,Inquérito Civil,Araranguá,2ª Promotoria de Justiça da Comarca de Araranguá,Sim,10/2/2022,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2021.00004485-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00004485-5
06.2021.00004855-1,Improbidade Administrativa - Violação aos Princípios Administrativos,Inquérito Civil,Araranguá,2ª Promotoria de Justiça da Comarca de Araranguá,Sim,12/7/2022,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2021.00004855-1
06.2010.00006084-5,-,Inquérito Civil,Araranguá,5ª Promotoria de Justiça da Comarca de Araranguá,-,27/9/2021,C:\Users\arthu\OneDrive\Documentos\UFSC - 7º Semestre\Tópicos Especiais em Gerência de Dados\Check if possible\PDFs/06.2010.00006084-5.pdf,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2010.00006084-5
06.2016.00005531-4,-,Inquérito Civil,Araranguá,5ª Promotoria de Justiça da Comarca de Araranguá,Sim,29/8/2018,-,https://mpsc.mp.br/consulta-processos-numero?nuProcesso=06.2016.00005531-4
